PDB_ID,Method,Resolution
2ZM3,X-RAY DIFFRACTION,2.27
2ZME,X-RAY DIFFRACTION,2.9
2ZMF,X-RAY DIFFRACTION,2.1
2ZMV,X-RAY DIFFRACTION,2.8
2ZNH,X-RAY DIFFRACTION,2.8
2ZNK,X-RAY DIFFRACTION,1.8
2ZNO,X-RAY DIFFRACTION,2.4
2ZNP,X-RAY DIFFRACTION,3.0
2ZNQ,X-RAY DIFFRACTION,2.65
2ZNV,X-RAY DIFFRACTION,1.6
2ZO3,X-RAY DIFFRACTION,1.7
2ZOC,X-RAY DIFFRACTION,2.0
2ZOQ,X-RAY DIFFRACTION,2.39
2ZOT,X-RAY DIFFRACTION,2.7
2ZOU,X-RAY DIFFRACTION,1.45
2ZP0,X-RAY DIFFRACTION,2.7
2ZPK,X-RAY DIFFRACTION,1.8
2ZPX,X-RAY DIFFRACTION,2.8
2ZQQ,X-RAY DIFFRACTION,2.2
2ZQR,X-RAY DIFFRACTION,2.5
2ZQS,X-RAY DIFFRACTION,1.902
2ZQT,X-RAY DIFFRACTION,1.46
2ZQU,X-RAY DIFFRACTION,2.5
2ZQV,X-RAY DIFFRACTION,2.498
2ZR4,X-RAY DIFFRACTION,1.8
2ZR5,X-RAY DIFFRACTION,2.6
2ZR6,X-RAY DIFFRACTION,3.2
2ZRS,X-RAY DIFFRACTION,3.1
2ZRT,X-RAY DIFFRACTION,3.3
2ZU6,X-RAY DIFFRACTION,2.8
2ZV6,X-RAY DIFFRACTION,2.7
2ZVK,X-RAY DIFFRACTION,2.7
2ZVL,X-RAY DIFFRACTION,2.5
2ZVM,X-RAY DIFFRACTION,2.3
2ZVN,X-RAY DIFFRACTION,3.0
2ZVO,X-RAY DIFFRACTION,2.7
2ZVT,X-RAY DIFFRACTION,1.9
2ZVV,X-RAY DIFFRACTION,2.0
2ZVW,X-RAY DIFFRACTION,2.5
2ZW3,X-RAY DIFFRACTION,3.5
2ZWL,X-RAY DIFFRACTION,2.2
2ZY0,X-RAY DIFFRACTION,2.9
2ZZ0,X-RAY DIFFRACTION,2.8
2ZZB,X-RAY DIFFRACTION,3.2
2ZZC,X-RAY DIFFRACTION,2.6
2ZZP,X-RAY DIFFRACTION,2.05
2ZZU,X-RAY DIFFRACTION,2.4
3A0I,X-RAY DIFFRACTION,2.2
3A1J,X-RAY DIFFRACTION,2.5
3A29,X-RAY DIFFRACTION,2.6
3A2A,X-RAY DIFFRACTION,2.0
3A2C,X-RAY DIFFRACTION,2.9
3A33,X-RAY DIFFRACTION,2.2
3A4D,X-RAY DIFFRACTION,2.0
3A4E,X-RAY DIFFRACTION,1.7
3A4F,X-RAY DIFFRACTION,1.99
3A4S,X-RAY DIFFRACTION,2.58
3A4U,X-RAY DIFFRACTION,1.84
3A5L,X-RAY DIFFRACTION,2.39
3A5M,X-RAY DIFFRACTION,2.39
3A5N,X-RAY DIFFRACTION,2.35
3A5O,X-RAY DIFFRACTION,2.4
3A60,X-RAY DIFFRACTION,2.8
3A6N,X-RAY DIFFRACTION,2.7
3A6P,X-RAY DIFFRACTION,2.9
3A73,X-RAY DIFFRACTION,2.19
3A7G,X-RAY DIFFRACTION,2.0
3A7H,X-RAY DIFFRACTION,1.96
3A8W,X-RAY DIFFRACTION,2.1
3A8X,X-RAY DIFFRACTION,2.0
3A8Y,X-RAY DIFFRACTION,2.3
3A98,X-RAY DIFFRACTION,2.1
3A9E,X-RAY DIFFRACTION,2.75
3AA1,X-RAY DIFFRACTION,1.9
3AA6,X-RAY DIFFRACTION,1.9
3AAA,X-RAY DIFFRACTION,2.2
3AAD,X-RAY DIFFRACTION,3.0
3AAZ,X-RAY DIFFRACTION,2.2
3AB3,X-RAY DIFFRACTION,2.4
3ABD,X-RAY DIFFRACTION,1.9
3ABH,X-RAY DIFFRACTION,2.0
3ABT,X-RAY DIFFRACTION,3.2
3ABU,X-RAY DIFFRACTION,3.1
3AC9,X-RAY DIFFRACTION,2.1
3ACA,X-RAY DIFFRACTION,2.05
3ACL,X-RAY DIFFRACTION,2.35
3ACO,X-RAY DIFFRACTION,2.7
3ADS,X-RAY DIFFRACTION,2.25
3ADT,X-RAY DIFFRACTION,2.68
3ADU,X-RAY DIFFRACTION,2.75
3ADV,X-RAY DIFFRACTION,2.26
3ADW,X-RAY DIFFRACTION,2.07
3ADX,X-RAY DIFFRACTION,1.95
3AFA,X-RAY DIFFRACTION,2.5
3AGV,X-RAY DIFFRACTION,2.15
3AGX,X-RAY DIFFRACTION,1.85
3AGY,X-RAY DIFFRACTION,1.85
3AGZ,X-RAY DIFFRACTION,2.51
3AHQ,X-RAY DIFFRACTION,2.35
3AI8,X-RAY DIFFRACTION,2.1
3AIY,SOLUTION NMR,N/A
3AJ4,X-RAY DIFFRACTION,1.0
3AJB,X-RAY DIFFRACTION,2.5
3AJM,X-RAY DIFFRACTION,2.3
3AKM,X-RAY DIFFRACTION,1.9
3ALA,X-RAY DIFFRACTION,2.9
3ALB,X-RAY DIFFRACTION,1.85
3ALP,X-RAY DIFFRACTION,2.8
3ALQ,X-RAY DIFFRACTION,2.95
3AM7,X-RAY DIFFRACTION,2.1
3AM8,X-RAY DIFFRACTION,2.8
3AMA,X-RAY DIFFRACTION,1.75
3AMB,X-RAY DIFFRACTION,2.25
3AN2,X-RAY DIFFRACTION,3.6
3AN3,X-RAY DIFFRACTION,2.3
3AN4,X-RAY DIFFRACTION,2.3
3ANQ,X-RAY DIFFRACTION,2.6
3ANR,X-RAY DIFFRACTION,2.6
3AP1,X-RAY DIFFRACTION,1.9
3AP2,X-RAY DIFFRACTION,2.4
3AP3,X-RAY DIFFRACTION,3.5
3AP4,X-RAY DIFFRACTION,2.33
3AP6,X-RAY DIFFRACTION,1.58
3APB,X-RAY DIFFRACTION,1.947
3APC,X-RAY DIFFRACTION,2.544
3APD,X-RAY DIFFRACTION,2.548
3APF,X-RAY DIFFRACTION,2.816
3APM,X-RAY DIFFRACTION,2.5
3APN,X-RAY DIFFRACTION,2.7
3APU,X-RAY DIFFRACTION,2.1
3APV,X-RAY DIFFRACTION,2.15
3APW,X-RAY DIFFRACTION,2.2
3AQA,X-RAY DIFFRACTION,2.3
3AQE,X-RAY DIFFRACTION,2.0
3AQF,X-RAY DIFFRACTION,2.6
3AQI,X-RAY DIFFRACTION,1.7
3AQQ,X-RAY DIFFRACTION,2.798
3ARA,X-RAY DIFFRACTION,1.7
3ARB,X-RAY DIFFRACTION,2.7
3ARD,X-RAY DIFFRACTION,3.0
3ARE,X-RAY DIFFRACTION,2.8
3ARF,X-RAY DIFFRACTION,2.9
3ARG,X-RAY DIFFRACTION,3.0
3ARN,X-RAY DIFFRACTION,1.8
3ASK,X-RAY DIFFRACTION,2.9
3ASW,X-RAY DIFFRACTION,2.6
3AT0,X-RAY DIFFRACTION,2.5
3AU4,X-RAY DIFFRACTION,1.9
3AU5,X-RAY DIFFRACTION,2.55
3AUL,X-RAY DIFFRACTION,2.38
3AUV,X-RAY DIFFRACTION,2.4
3AV1,X-RAY DIFFRACTION,2.5
3AV2,X-RAY DIFFRACTION,2.8
3AV9,X-RAY DIFFRACTION,1.7
3AVA,X-RAY DIFFRACTION,1.7
3AVB,X-RAY DIFFRACTION,1.85
3AVC,X-RAY DIFFRACTION,1.77
3AVE,X-RAY DIFFRACTION,2.0
3AVF,X-RAY DIFFRACTION,1.7
3AVG,X-RAY DIFFRACTION,1.7
3AVH,X-RAY DIFFRACTION,1.88
3AVI,X-RAY DIFFRACTION,1.7
3AVJ,X-RAY DIFFRACTION,1.7
3AVK,X-RAY DIFFRACTION,1.75
3AVL,X-RAY DIFFRACTION,1.88
3AVM,X-RAY DIFFRACTION,1.88
3AVN,X-RAY DIFFRACTION,2.1
3AY4,X-RAY DIFFRACTION,2.2
3AYA,X-RAY DIFFRACTION,2.0
3AYC,X-RAY DIFFRACTION,1.8
3AYE,X-RAY DIFFRACTION,2.0
3AYW,X-RAY DIFFRACTION,2.9
3AZE,X-RAY DIFFRACTION,3.0
3AZF,X-RAY DIFFRACTION,2.7
3AZG,X-RAY DIFFRACTION,2.4
3AZH,X-RAY DIFFRACTION,3.49
3AZI,X-RAY DIFFRACTION,2.7
3AZJ,X-RAY DIFFRACTION,2.89
3AZK,X-RAY DIFFRACTION,3.2
3AZL,X-RAY DIFFRACTION,2.7
3AZM,X-RAY DIFFRACTION,2.89
3AZN,X-RAY DIFFRACTION,3.0
3B08,X-RAY DIFFRACTION,1.6
3B0A,X-RAY DIFFRACTION,1.9
3B0O,X-RAY DIFFRACTION,1.6
3B0Q,X-RAY DIFFRACTION,2.1
3B0R,X-RAY DIFFRACTION,2.15
3B13,X-RAY DIFFRACTION,3.0
3B1T,X-RAY DIFFRACTION,2.5
3B1U,X-RAY DIFFRACTION,2.1
3B23,X-RAY DIFFRACTION,2.4
3B24,X-RAY DIFFRACTION,1.7
3B25,X-RAY DIFFRACTION,1.75
3B26,X-RAY DIFFRACTION,2.1
3B27,X-RAY DIFFRACTION,1.5
3B28,X-RAY DIFFRACTION,1.35
3B2D,X-RAY DIFFRACTION,2.8
3B2R,X-RAY DIFFRACTION,2.07
3B2T,X-RAY DIFFRACTION,1.8
3B2U,X-RAY DIFFRACTION,2.57
3B2V,X-RAY DIFFRACTION,3.3
3B2Z,X-RAY DIFFRACTION,2.8
3B3I,X-RAY DIFFRACTION,1.85
3B3K,X-RAY DIFFRACTION,2.6
3B3L,X-RAY DIFFRACTION,2.9
3B3Q,X-RAY DIFFRACTION,2.4
3B4M,X-RAY DIFFRACTION,2.816
3B4V,X-RAY DIFFRACTION,2.475
3B56,X-RAY DIFFRACTION,1.55
3B5G,X-RAY DIFFRACTION,1.9
3B6F,X-RAY DIFFRACTION,3.45
3B6G,X-RAY DIFFRACTION,3.45
3B6H,X-RAY DIFFRACTION,1.62
3B6R,X-RAY DIFFRACTION,2.0
3B6S,X-RAY DIFFRACTION,1.8
3B6U,X-RAY DIFFRACTION,1.8
3B6V,X-RAY DIFFRACTION,2.7
3B71,X-RAY DIFFRACTION,2.81
3B75,X-RAY DIFFRACTION,2.3
3B76,X-RAY DIFFRACTION,1.75
3B7B,X-RAY DIFFRACTION,2.99
3B7G,X-RAY DIFFRACTION,1.9
3B7K,X-RAY DIFFRACTION,2.7
3B7R,X-RAY DIFFRACTION,1.811
3B7S,X-RAY DIFFRACTION,1.465
3B7T,X-RAY DIFFRACTION,2.3
3B7U,X-RAY DIFFRACTION,1.9
3B7W,X-RAY DIFFRACTION,2.0
3B7Y,X-RAY DIFFRACTION,1.8
3B83,X-RAY DIFFRACTION,2.4
3B8Q,X-RAY DIFFRACTION,2.75
3B8R,X-RAY DIFFRACTION,2.7
3B95,X-RAY DIFFRACTION,2.99
3B96,X-RAY DIFFRACTION,1.91
3B97,X-RAY DIFFRACTION,2.2
3B9C,X-RAY DIFFRACTION,1.81
3B9F,X-RAY DIFFRACTION,1.6
3B9L,X-RAY DIFFRACTION,2.6
3B9M,X-RAY DIFFRACTION,2.7
3B9S,X-RAY DIFFRACTION,1.8
3B9V,X-RAY DIFFRACTION,1.8
3BA0,X-RAY DIFFRACTION,3.0
3BA4,X-RAY DIFFRACTION,1.8
3BA5,X-RAY DIFFRACTION,1.75
3BA7,X-RAY DIFFRACTION,1.6
3BAD,X-RAY DIFFRACTION,2.0
3BAE,X-RAY DIFFRACTION,1.59
3BAG,X-RAY DIFFRACTION,1.75
3BAH,X-RAY DIFFRACTION,1.65
3BAI,X-RAY DIFFRACTION,1.9
3BAJ,X-RAY DIFFRACTION,2.1
3BAK,X-RAY DIFFRACTION,1.9
3BAO,X-RAY DIFFRACTION,1.55
3BAQ,X-RAY DIFFRACTION,1.8
3BAU,X-RAY DIFFRACTION,1.6
3BAV,X-RAY DIFFRACTION,1.62
3BAW,X-RAY DIFFRACTION,2.0
3BAX,X-RAY DIFFRACTION,1.9
3BAY,X-RAY DIFFRACTION,1.99
3BB2,X-RAY DIFFRACTION,1.5
3BBB,X-RAY DIFFRACTION,1.3
3BBC,X-RAY DIFFRACTION,1.7
3BBF,X-RAY DIFFRACTION,1.7
3BBP,X-RAY DIFFRACTION,3.0
3BBT,X-RAY DIFFRACTION,2.8
3BBW,X-RAY DIFFRACTION,4.0
3BC1,X-RAY DIFFRACTION,1.8
3BC3,X-RAY DIFFRACTION,2.2
3BCE,X-RAY DIFFRACTION,2.5
3BCH,X-RAY DIFFRACTION,2.15
3BCZ,X-RAY DIFFRACTION,2.1
3BD0,X-RAY DIFFRACTION,3.0
3BDL,X-RAY DIFFRACTION,1.82
3BDW,X-RAY DIFFRACTION,2.5
3BDX,X-RAY DIFFRACTION,2.3
3BDY,X-RAY DIFFRACTION,2.6
3BE1,X-RAY DIFFRACTION,2.9
3BE2,X-RAY DIFFRACTION,1.75
3BE8,X-RAY DIFFRACTION,2.2
3BEF,X-RAY DIFFRACTION,2.2
3BEG,X-RAY DIFFRACTION,2.9
3BEI,X-RAY DIFFRACTION,1.55
3BEJ,X-RAY DIFFRACTION,1.9
3BES,X-RAY DIFFRACTION,2.2
3BF6,X-RAY DIFFRACTION,2.5
3BFO,X-RAY DIFFRACTION,1.15
3BFX,X-RAY DIFFRACTION,1.8
3BG0,X-RAY DIFFRACTION,3.15
3BG1,X-RAY DIFFRACTION,3.0
3BG3,X-RAY DIFFRACTION,2.8
3BG9,X-RAY DIFFRACTION,3.0
3BGJ,X-RAY DIFFRACTION,2.0
3BGL,X-RAY DIFFRACTION,2.22
3BGM,X-RAY DIFFRACTION,1.6
3BGV,X-RAY DIFFRACTION,2.3
3BH6,X-RAY DIFFRACTION,2.6
3BH7,X-RAY DIFFRACTION,1.9
3BH8,X-RAY DIFFRACTION,1.6
3BH9,X-RAY DIFFRACTION,1.7
3BHB,X-RAY DIFFRACTION,2.2
3BHD,X-RAY DIFFRACTION,1.5
3BHH,X-RAY DIFFRACTION,2.4
3BHT,X-RAY DIFFRACTION,2.0
3BHU,X-RAY DIFFRACTION,2.3
3BHV,X-RAY DIFFRACTION,2.1
3BHX,X-RAY DIFFRACTION,1.6
3BI0,X-RAY DIFFRACTION,1.67
3BI1,X-RAY DIFFRACTION,1.5
3BIC,X-RAY DIFFRACTION,2.6
3BIK,X-RAY DIFFRACTION,2.65
3BIM,X-RAY DIFFRACTION,2.6
3BIN,X-RAY DIFFRACTION,2.3
3BIS,X-RAY DIFFRACTION,2.64
3BIU,X-RAY DIFFRACTION,2.3
3BIV,X-RAY DIFFRACTION,1.8
3BJF,X-RAY DIFFRACTION,2.0
3BJI,X-RAY DIFFRACTION,2.6
3BJL,X-RAY DIFFRACTION,2.3
3BJM,X-RAY DIFFRACTION,2.35
3BJT,X-RAY DIFFRACTION,2.5
3BJU,X-RAY DIFFRACTION,2.1
3BK0,X-RAY DIFFRACTION,1.6
3BK3,X-RAY DIFFRACTION,2.7
3BKB,X-RAY DIFFRACTION,1.78
3BKJ,X-RAY DIFFRACTION,1.59
3BKY,X-RAY DIFFRACTION,2.6
3BL7,X-RAY DIFFRACTION,2.31
3BL9,X-RAY DIFFRACTION,1.8
3BLA,X-RAY DIFFRACTION,2.6
3BLH,X-RAY DIFFRACTION,2.48
3BLJ,X-RAY DIFFRACTION,2.2
3BLK,X-RAY DIFFRACTION,2.0
3BLP,X-RAY DIFFRACTION,1.6
3BLQ,X-RAY DIFFRACTION,2.9
3BLR,X-RAY DIFFRACTION,2.8
3BM4,X-RAY DIFFRACTION,2.0
3BM9,X-RAY DIFFRACTION,1.6
3BMY,X-RAY DIFFRACTION,1.6
3BN3,X-RAY DIFFRACTION,2.099
3BN9,X-RAY DIFFRACTION,2.173
3BO5,X-RAY DIFFRACTION,1.59
3BO8,X-RAY DIFFRACTION,1.8
3BP4,X-RAY DIFFRACTION,1.85
3BP7,X-RAY DIFFRACTION,1.79
3BPJ,X-RAY DIFFRACTION,1.85
3BPL,X-RAY DIFFRACTION,2.93
3BPN,X-RAY DIFFRACTION,3.0
3BPO,X-RAY DIFFRACTION,2.9
3BPR,X-RAY DIFFRACTION,2.8
3BPS,X-RAY DIFFRACTION,2.4
3BQ7,X-RAY DIFFRACTION,2.9
3BQM,X-RAY DIFFRACTION,1.95
3BQN,X-RAY DIFFRACTION,1.8
3BQP,X-RAY DIFFRACTION,1.3
3BQQ,X-RAY DIFFRACTION,2.0
3BQU,X-RAY DIFFRACTION,3.0
3BRB,X-RAY DIFFRACTION,1.9
3BRH,X-RAY DIFFRACTION,2.2
3BRT,X-RAY DIFFRACTION,2.25
3BRV,X-RAY DIFFRACTION,2.2
3BRW,X-RAY DIFFRACTION,3.4
3BS5,X-RAY DIFFRACTION,2.0
3BS9,X-RAY DIFFRACTION,1.95
3BSB,X-RAY DIFFRACTION,2.8
3BSQ,X-RAY DIFFRACTION,2.8
3BSX,X-RAY DIFFRACTION,2.32
3BSZ,X-RAY DIFFRACTION,3.36
3BT0,X-RAY DIFFRACTION,1.59
3BT1,X-RAY DIFFRACTION,2.8
3BT2,X-RAY DIFFRACTION,2.5
3BTR,X-RAY DIFFRACTION,2.576
3BU8,X-RAY DIFFRACTION,2.15
3BUA,X-RAY DIFFRACTION,2.5
3BUK,X-RAY DIFFRACTION,2.6
3BUM,X-RAY DIFFRACTION,1.98
3BUN,X-RAY DIFFRACTION,2.0
3BUO,X-RAY DIFFRACTION,2.6
3BUR,X-RAY DIFFRACTION,1.62
3BUV,X-RAY DIFFRACTION,1.35
3BUW,X-RAY DIFFRACTION,1.45
3BUX,X-RAY DIFFRACTION,1.35
3BV7,X-RAY DIFFRACTION,1.79
3BV9,X-RAY DIFFRACTION,1.8
3BVH,X-RAY DIFFRACTION,2.6
3BVJ,X-RAY DIFFRACTION,1.8
3BVN,X-RAY DIFFRACTION,2.55
3BW9,X-RAY DIFFRACTION,1.72
3BWA,X-RAY DIFFRACTION,1.3
3BWE,X-RAY DIFFRACTION,2.4
3BX7,X-RAY DIFFRACTION,2.1
3BX8,X-RAY DIFFRACTION,2.0
3BXK,X-RAY DIFFRACTION,2.5
3BXL,X-RAY DIFFRACTION,2.3
3BXM,X-RAY DIFFRACTION,1.7
3BXN,X-RAY DIFFRACTION,1.864
3BXQ,X-RAY DIFFRACTION,1.3
3BXW,X-RAY DIFFRACTION,2.7
3BY0,X-RAY DIFFRACTION,2.572
3BY4,X-RAY DIFFRACTION,1.55
3BYA,X-RAY DIFFRACTION,1.85
3BYH,ELECTRON MICROSCOPY,N/A
3BYI,X-RAY DIFFRACTION,2.25
3BYZ,X-RAY DIFFRACTION,2.69
3BZE,X-RAY DIFFRACTION,2.5
3BZF,X-RAY DIFFRACTION,2.5
3BZU,X-RAY DIFFRACTION,2.25
3C09,X-RAY DIFFRACTION,3.2
3C0G,X-RAY DIFFRACTION,2.19
3C0H,X-RAY DIFFRACTION,2.3
3C0R,X-RAY DIFFRACTION,2.315
3C0Y,X-RAY DIFFRACTION,2.1
3C0Z,X-RAY DIFFRACTION,2.1
3C10,X-RAY DIFFRACTION,2.0
3C1K,X-RAY DIFFRACTION,1.84
3C1V,X-RAY DIFFRACTION,1.5
3C1X,X-RAY DIFFRACTION,2.17
3C22,X-RAY DIFFRACTION,1.5
3C27,X-RAY DIFFRACTION,2.182
3C2A,X-RAY DIFFRACTION,2.1
3C2K,X-RAY DIFFRACTION,2.4
3C2L,X-RAY DIFFRACTION,2.6
3C2M,X-RAY DIFFRACTION,2.15
3C2S,X-RAY DIFFRACTION,2.3
3C3S,X-RAY DIFFRACTION,2.5
3C3T,X-RAY DIFFRACTION,2.2
3C43,X-RAY DIFFRACTION,2.3
3C45,X-RAY DIFFRACTION,2.05
3C49,X-RAY DIFFRACTION,2.8
3C4C,X-RAY DIFFRACTION,2.57
3C4E,X-RAY DIFFRACTION,1.98
3C4F,X-RAY DIFFRACTION,2.05
3C4H,X-RAY DIFFRACTION,2.1
3C4M,X-RAY DIFFRACTION,1.95
3C5C,X-RAY DIFFRACTION,1.85
3C5E,X-RAY DIFFRACTION,1.6
3C5G,X-RAY DIFFRACTION,2.2
3C5J,X-RAY DIFFRACTION,1.8
3C5N,X-RAY DIFFRACTION,1.8
3C5W,X-RAY DIFFRACTION,2.8
3C6G,X-RAY DIFFRACTION,2.7
3C6K,X-RAY DIFFRACTION,1.95
3C6M,X-RAY DIFFRACTION,2.45
3C7X,X-RAY DIFFRACTION,1.7
3C9N,X-RAY DIFFRACTION,1.87
3CAL,X-RAY DIFFRACTION,1.7
3CAQ,X-RAY DIFFRACTION,2.2
3CAS,X-RAY DIFFRACTION,2.0
3CAV,X-RAY DIFFRACTION,1.9
3CB2,X-RAY DIFFRACTION,2.303
3CBC,X-RAY DIFFRACTION,2.17
3CBJ,X-RAY DIFFRACTION,1.8
3CBK,X-RAY DIFFRACTION,2.67
3CBL,X-RAY DIFFRACTION,1.75
3CBR,X-RAY DIFFRACTION,1.63
3CC5,X-RAY DIFFRACTION,1.91
3CCB,X-RAY DIFFRACTION,2.5
3CCC,X-RAY DIFFRACTION,2.75
3CCK,X-RAY DIFFRACTION,1.8
3CCT,X-RAY DIFFRACTION,2.1
3CCW,X-RAY DIFFRACTION,2.1
3CCZ,X-RAY DIFFRACTION,1.7
3CD0,X-RAY DIFFRACTION,2.4
3CD3,X-RAY DIFFRACTION,1.98
3CD4,X-RAY DIFFRACTION,N/A
3CD5,X-RAY DIFFRACTION,2.39
3CD7,X-RAY DIFFRACTION,2.05
3CDA,X-RAY DIFFRACTION,2.07
3CDB,X-RAY DIFFRACTION,2.3
3CDC,X-RAY DIFFRACTION,1.33
3CDF,X-RAY DIFFRACTION,1.39
3CDG,X-RAY DIFFRACTION,3.4
3CDP,X-RAY DIFFRACTION,2.8
3CDS,X-RAY DIFFRACTION,2.65
3CDY,X-RAY DIFFRACTION,2.43
3CDZ,X-RAY DIFFRACTION,3.98
3CE0,X-RAY DIFFRACTION,2.8
3CE4,X-RAY DIFFRACTION,1.55
3CEH,X-RAY DIFFRACTION,2.8
3CEJ,X-RAY DIFFRACTION,3.3
3CEM,X-RAY DIFFRACTION,2.47
3CEN,X-RAY DIFFRACTION,1.6
3CEQ,X-RAY DIFFRACTION,2.6
3CEY,X-RAY DIFFRACTION,2.2
3CF6,X-RAY DIFFRACTION,2.2
3CFJ,X-RAY DIFFRACTION,2.6
3CFK,X-RAY DIFFRACTION,2.6
3CFM,X-RAY DIFFRACTION,1.6
3CFN,X-RAY DIFFRACTION,1.87
3CFQ,X-RAY DIFFRACTION,2.09
3CFS,X-RAY DIFFRACTION,2.4
3CFT,X-RAY DIFFRACTION,1.87
3CFV,X-RAY DIFFRACTION,2.6
3CFW,X-RAY DIFFRACTION,2.2
3CGA,X-RAY DIFFRACTION,2.03
3CH5,X-RAY DIFFRACTION,2.1
3CH6,X-RAY DIFFRACTION,2.35
3CH8,X-RAY DIFFRACTION,1.8
3CHO,X-RAY DIFFRACTION,1.8
3CHP,X-RAY DIFFRACTION,2.1
3CHQ,X-RAY DIFFRACTION,2.09
3CHR,X-RAY DIFFRACTION,2.2
3CHS,X-RAY DIFFRACTION,2.55
3CHW,X-RAY DIFFRACTION,2.3
3CI5,X-RAY DIFFRACTION,1.7
3CI9,X-RAY DIFFRACTION,1.7
3CIB,X-RAY DIFFRACTION,1.71
3CIC,X-RAY DIFFRACTION,1.75
3CID,X-RAY DIFFRACTION,1.79
3CII,X-RAY DIFFRACTION,4.41
3CIK,X-RAY DIFFRACTION,2.75
3CIP,X-RAY DIFFRACTION,1.6
3CIQ,X-RAY DIFFRACTION,2.9
3CJB,X-RAY DIFFRACTION,3.2
3CJC,X-RAY DIFFRACTION,3.9
3CJJ,X-RAY DIFFRACTION,1.85
3CJK,X-RAY DIFFRACTION,1.8
3CJO,X-RAY DIFFRACTION,2.28
3CJW,X-RAY DIFFRACTION,1.48
3CKH,X-RAY DIFFRACTION,2.3
3CKI,X-RAY DIFFRACTION,2.3
3CKL,X-RAY DIFFRACTION,1.79
3CKP,X-RAY DIFFRACTION,2.3
3CKR,X-RAY DIFFRACTION,2.7
3CLX,X-RAY DIFFRACTION,2.7
3CLZ,X-RAY DIFFRACTION,2.2
3CM2,X-RAY DIFFRACTION,2.5
3CM7,X-RAY DIFFRACTION,3.1
3CMF,X-RAY DIFFRACTION,1.9
3CMP,X-RAY DIFFRACTION,2.8
3CMQ,X-RAY DIFFRACTION,2.2
3CN0,X-RAY DIFFRACTION,1.51
3CN1,X-RAY DIFFRACTION,1.52
3CN2,X-RAY DIFFRACTION,1.52
3CN3,X-RAY DIFFRACTION,1.8
3CN4,X-RAY DIFFRACTION,1.4
3CNK,X-RAY DIFFRACTION,1.65
3COA,X-RAY DIFFRACTION,2.2
3COG,X-RAY DIFFRACTION,2.0
3COH,X-RAY DIFFRACTION,2.7
3COJ,X-RAY DIFFRACTION,3.2
3COK,X-RAY DIFFRACTION,2.25
3COM,X-RAY DIFFRACTION,2.2
3COO,X-RAY DIFFRACTION,2.0
3COS,X-RAY DIFFRACTION,2.1
3COT,X-RAY DIFFRACTION,2.03
3CP9,X-RAY DIFFRACTION,2.5
3CPB,X-RAY DIFFRACTION,2.7
3CPC,X-RAY DIFFRACTION,2.4
3CPT,X-RAY DIFFRACTION,1.9
3CPU,X-RAY DIFFRACTION,2.0
3CQA,X-RAY DIFFRACTION,1.8
3CQP,X-RAY DIFFRACTION,1.95
3CQQ,X-RAY DIFFRACTION,1.9
3CQU,X-RAY DIFFRACTION,2.02
3CQW,X-RAY DIFFRACTION,2.0
3CRG,X-RAY DIFFRACTION,1.85
3CRH,X-RAY DIFFRACTION,2.15
3CRI,X-RAY DIFFRACTION,2.1
3CRK,X-RAY DIFFRACTION,2.3
3CRL,X-RAY DIFFRACTION,2.61
3CRY,X-RAY DIFFRACTION,1.7
3CS7,X-RAY DIFFRACTION,2.2
3CS9,X-RAY DIFFRACTION,2.2
3CSF,X-RAY DIFFRACTION,2.8
3CSH,X-RAY DIFFRACTION,1.55
3CSI,X-RAY DIFFRACTION,1.9
3CSJ,X-RAY DIFFRACTION,1.9
3CST,X-RAY DIFFRACTION,3.1
3CSY,X-RAY DIFFRACTION,3.4
3CTB,X-RAY DIFFRACTION,2.0
3CTJ,X-RAY DIFFRACTION,2.5
3CTT,X-RAY DIFFRACTION,2.1
3CTZ,X-RAY DIFFRACTION,1.6
3CU0,X-RAY DIFFRACTION,1.9
3CU1,X-RAY DIFFRACTION,2.6
3CU7,X-RAY DIFFRACTION,3.1
3CU8,X-RAY DIFFRACTION,2.4
3CUK,X-RAY DIFFRACTION,2.49
3CUL,X-RAY DIFFRACTION,2.8
3CUN,X-RAY DIFFRACTION,3.0
3CUQ,X-RAY DIFFRACTION,2.6
3CVA,X-RAY DIFFRACTION,2.7
3CVM,X-RAY DIFFRACTION,2.02
3CWD,X-RAY DIFFRACTION,2.4
3CWW,X-RAY DIFFRACTION,1.96
3CWZ,X-RAY DIFFRACTION,3.0
3CX9,X-RAY DIFFRACTION,2.8
3CXB,X-RAY DIFFRACTION,2.6
3CXD,X-RAY DIFFRACTION,2.8
3CXF,X-RAY DIFFRACTION,2.3
3CXL,X-RAY DIFFRACTION,2.6
3CYN,X-RAY DIFFRACTION,2.0
3CYY,X-RAY DIFFRACTION,2.4
3CZF,X-RAY DIFFRACTION,1.1
3CZH,X-RAY DIFFRACTION,2.3
3CZR,X-RAY DIFFRACTION,2.2
3CZT,X-RAY DIFFRACTION,1.4
3CZU,X-RAY DIFFRACTION,2.65
3CZV,X-RAY DIFFRACTION,2.0
3CZY,X-RAY DIFFRACTION,1.54
3D0A,X-RAY DIFFRACTION,1.8
3D0B,X-RAY DIFFRACTION,1.74
3D0E,X-RAY DIFFRACTION,2.0
3D0G,X-RAY DIFFRACTION,2.8
3D0H,X-RAY DIFFRACTION,3.1
